,unit,time,os_1,os_2,sm_2,sm_3,sm_4,sm_6,sm_7,sm_8,sm_9,sm_11,sm_12,sm_13,sm_14,sm_15,sm_17,sm_20,sm_21,cycle
5715,29,86,-0.001,0.0003,642.59,1592.08,1404.47,21.61,552.75,2388.11,9056.78,47.61,521.07,2388.08,8141.93,8.4545,392,38.86,23.3123,86
5716,29,87,-0.0047,-0.0001,642.83,1588.33,1412.09,21.61,553.3,2388.04,9054.62,47.36,521.41,2388.08,8141.68,8.4799,394,38.85,23.3301,87
5717,29,88,-0.0008,0.0002,642.52,1594.56,1414.74,21.61,552.92,2388.11,9059.01,47.54,521.3,2388.05,8135.72,8.4119,392,38.79,23.1874,88
5718,29,89,-0.0011,0.0002,642.26,1585.46,1409.7,21.61,553.79,2388.09,9065.66,47.61,521.8,2388.1,8140.29,8.4873,393,38.8,23.2674,89
5719,29,90,-0.0025,0.0002,642.25,1589.78,1411.1,21.61,553.02,2388.08,9060.94,47.66,521.13,2388.13,8144.88,8.4561,393,38.83,23.2668,90
5720,29,91,0.0005,-0.0002,642.19,1590.99,1411.07,21.61,553.81,2388.12,9054.23,47.61,521.64,2388.09,8139.49,8.4483,393,38.92,23.2542,91
5721,29,92,0.0003,-0.0005,642.5,1591.97,1416.41,21.61,553.42,2388.08,9061.4,47.41,521.05,2388.13,8139.81,8.4555,395,38.68,23.4089,92
5722,29,93,-0.0043,-0.0001,643.14,1595.01,1411.22,21.61,553.42,2388.14,9062.98,47.42,521.94,2388.14,8147.41,8.47,392,38.66,23.2239,93
5723,29,94,-0.0001,-0.0002,642.58,1592.45,1414.23,21.61,553.89,2388.1,9061.8,47.47,521.55,2388.14,8138.31,8.488,392,38.85,23.2988,94
5724,29,95,0.0031,-0.0004,641.89,1591.75,1409.73,21.61,553.76,2388.07,9056.86,47.66,521.23,2388.11,8138.23,8.4144,395,38.82,23.2802,95
5725,29,96,-0.0027,-0.0002,642.65,1592.12,1413.75,21.61,552.98,2388.12,9065.47,47.46,521.49,2388.12,8142.78,8.4468,393,38.74,23.3267,96
5726,29,97,0.0005,-0.0,642.54,1593.44,1410.83,21.61,552.65,2388.14,9051.66,47.46,521.26,2388.18,8138.65,8.4721,394,38.67,23.2543,97
5727,29,98,-0.0012,0.0003,642.8,1598.0,1410.02,21.61,553.44,2388.12,9057.66,47.66,521.15,2388.17,8135.67,8.4745,393,38.63,23.2863,98
5728,29,99,-0.0031,0.0003,642.46,1590.4,1411.72,21.61,553.5,2388.15,9059.65,47.52,521.35,2388.11,8133.87,8.4346,394,38.76,23.2885,99
5729,29,100,-0.0034,0.0002,642.77,1587.67,1410.84,21.61,553.76,2388.12,9053.97,47.45,521.4,2388.12,8141.57,8.4466,394,38.54,23.2642,100
5730,29,101,-0.0004,0.0003,642.85,1597.05,1409.89,21.61,553.68,2388.13,9059.88,47.49,521.21,2388.13,8140.03,8.4499,394,39.0,23.1997,101
5731,29,102,-0.0007,0.0001,642.83,1603.18,1410.8,21.61,552.92,2388.1,9057.86,47.52,520.86,2388.14,8138.44,8.4729,392,38.89,23.224,102
5732,29,103,0.0016,0.0001,642.32,1593.7,1411.8,21.61,553.04,2388.06,9058.48,47.48,521.77,2388.1,8135.18,8.4196,392,38.88,23.3564,103
5733,29,104,0.0016,-0.0002,642.96,1587.18,1409.54,21.61,553.41,2388.17,9063.52,47.54,520.78,2388.1,8144.1,8.4546,393,38.73,23.3004,104
5734,29,105,-0.0027,-0.0005,643.01,1594.01,1407.43,21.61,553.59,2388.07,9056.45,47.54,521.15,2388.15,8141.57,8.4504,394,38.93,23.1961,105
5735,29,106,0.0015,0.0004,643.29,1589.44,1410.4,21.61,553.95,2388.09,9061.75,47.69,521.7,2388.17,8132.66,8.4372,392,38.87,23.2473,106
5736,29,107,0.0024,0.0,642.47,1594.61,1412.02,21.61,552.71,2388.1,9054.89,47.45,521.76,2388.13,8138.26,8.4584,394,38.84,23.2846,107
5737,29,108,-0.001,-0.0005,643.03,1589.46,1411.74,21.61,553.0,2388.16,9059.93,47.85,521.36,2388.09,8133.75,8.4335,392,38.72,23.182,108
5738,29,109,-0.0025,-0.0005,642.74,1592.08,1407.86,21.61,553.38,2388.13,9064.07,47.56,520.94,2388.12,8138.63,8.4252,394,38.75,23.2085,109
5739,29,110,0.0023,0.0004,642.29,1591.64,1411.12,21.61,552.48,2388.15,9056.94,47.5,521.81,2388.13,8137.14,8.5031,395,38.67,23.2644,110
5740,29,111,-0.0013,-0.0003,643.04,1591.07,1415.41,21.61,552.65,2388.1,9062.71,47.67,521.15,2388.17,8138.64,8.4877,395,38.75,23.2797,111
5741,29,112,-0.0012,-0.0002,642.58,1593.26,1416.98,21.61,553.1,2388.13,9057.42,47.54,521.44,2388.17,8139.58,8.4434,394,38.63,23.3511,112
5742,29,113,0.0028,-0.0005,643.39,1598.56,1411.18,21.61,553.39,2388.16,9059.06,47.34,520.97,2388.13,8139.55,8.4445,394,38.79,23.2551,113
5743,29,114,-0.0009,-0.0001,643.28,1587.42,1415.36,21.61,553.27,2388.17,9063.98,47.55,520.79,2388.1,8134.44,8.4782,395,38.74,23.2443,114
5744,29,115,0.001,0.0003,643.18,1595.31,1419.12,21.61,552.98,2388.16,9059.78,47.43,520.75,2388.11,8134.17,8.4422,395,38.79,23.2769,115
5745,29,116,0.001,0.0002,642.77,1597.18,1412.73,21.61,553.75,2388.11,9054.34,47.62,520.96,2388.15,8129.72,8.4833,395,38.8,23.2955,116
5746,29,117,-0.0019,-0.0003,642.42,1589.55,1420.57,21.61,553.08,2388.2,9056.27,47.67,520.66,2388.19,8134.22,8.4455,393,38.9,23.3267,117
5747,29,118,-0.001,0.0001,643.19,1591.57,1415.58,21.61,552.73,2388.11,9054.67,47.69,521.04,2388.08,8138.16,8.4533,393,38.56,23.3099,118
5748,29,119,0.0003,-0.0005,643.27,1593.88,1410.24,21.61,552.53,2388.16,9061.45,47.64,521.0,2388.13,8134.71,8.4675,393,38.7,23.2147,119
5749,29,120,-0.0012,-0.0003,643.29,1589.25,1414.59,21.61,552.05,2388.16,9049.77,47.74,521.07,2388.15,8135.07,8.5021,393,38.83,23.2224,120
5750,29,121,0.0058,0.0004,642.75,1598.28,1411.99,21.61,552.88,2388.12,9062.59,47.6,520.75,2388.17,8131.7,8.4637,393,38.79,23.1366,121
5751,29,122,0.0014,0.0003,642.58,1587.41,1414.2,21.61,553.02,2388.14,9059.42,47.68,521.09,2388.08,8137.02,8.4484,394,38.68,23.1895,122
5752,29,123,-0.0037,-0.0002,642.68,1600.99,1413.27,21.61,551.9,2388.18,9063.65,47.63,521.26,2388.1,8135.82,8.4743,394,38.63,23.3333,123
5753,29,124,-0.001,0.0001,643.01,1590.26,1407.55,21.61,552.02,2388.17,9057.47,47.74,520.95,2388.16,8133.5,8.4748,394,38.9,23.2165,124
5754,29,125,0.0016,-0.0005,643.31,1594.45,1415.69,21.61,552.95,2388.26,9056.2,47.61,520.8,2388.13,8133.41,8.4471,394,38.67,23.1823,125
5755,29,126,-0.0051,0.0,643.29,1595.55,1411.03,21.61,552.8,2388.17,9062.0,47.64,520.86,2388.16,8136.47,8.4753,395,38.72,23.2725,126
5756,29,127,0.0002,-0.0003,643.03,1585.74,1417.54,21.61,553.17,2388.19,9053.04,47.63,521.11,2388.15,8131.88,8.4711,394,38.78,23.2037,127
5757,29,128,0.0011,0.0001,643.21,1591.02,1416.66,21.61,553.27,2388.15,9044.15,47.73,520.83,2388.17,8137.32,8.4562,395,38.66,23.2952,128
5758,29,129,0.0001,0.0002,643.41,1593.99,1412.42,21.61,552.65,2388.12,9057.13,47.68,520.82,2388.2,8134.99,8.446,394,38.63,23.2382,129
5759,29,130,-0.0021,0.0003,643.07,1591.85,1414.17,21.61,551.93,2388.15,9064.25,47.68,520.69,2388.17,8134.76,8.4487,395,38.49,23.1923,130
5760,29,131,-0.0007,0.0002,643.1,1599.41,1417.77,21.61,553.15,2388.17,9056.81,47.91,521.06,2388.2,8137.56,8.4748,395,38.88,23.1604,131
5761,29,132,-0.0023,0.0004,643.55,1596.41,1413.39,21.61,552.31,2388.17,9060.86,47.64,520.13,2388.17,8127.7,8.4962,393,38.61,23.2069,132
5762,29,133,0.0029,0.0004,643.78,1591.12,1413.6,21.61,552.31,2388.19,9053.12,47.86,520.66,2388.2,8133.6,8.4606,394,38.69,23.2293,133
5763,29,134,0.002,-0.0003,643.14,1594.34,1416.93,21.61,552.73,2388.19,9050.56,47.8,521.16,2388.17,8133.95,8.4599,395,38.76,23.1991,134
5764,29,135,0.0012,0.0004,643.61,1593.7,1417.24,21.61,552.51,2388.21,9060.9,47.94,520.65,2388.18,8137.09,8.4756,394,38.73,23.1565,135
5765,29,136,-0.0011,-0.0005,643.09,1593.44,1415.61,21.61,553.04,2388.15,9060.64,47.98,520.37,2388.16,8135.69,8.4464,393,38.57,23.1277,136
5766,29,137,-0.001,-0.0001,642.9,1598.8,1415.59,21.61,552.61,2388.18,9057.58,47.75,520.57,2388.18,8130.9,8.4755,394,38.59,23.1942,137
5767,29,138,-0.0023,-0.0002,643.35,1595.62,1423.97,21.61,552.25,2388.19,9051.04,47.85,521.11,2388.2,8135.77,8.4981,395,38.52,23.1024,138
5768,29,139,-0.0013,0.0002,643.06,1594.37,1422.19,21.61,552.42,2388.21,9057.49,47.76,520.49,2388.24,8129.93,8.5011,395,38.66,23.159,139
5769,29,140,0.0003,0.0001,642.77,1593.08,1410.25,21.61,552.75,2388.17,9047.45,47.99,520.77,2388.21,8134.25,8.4807,395,38.69,23.2421,140
5770,29,141,0.0073,-0.0004,643.15,1597.9,1412.83,21.61,551.62,2388.2,9058.83,47.95,521.15,2388.2,8130.3,8.5035,394,38.69,23.0989,141
5771,29,142,-0.0004,0.0004,643.64,1597.65,1421.65,21.61,551.75,2388.2,9055.76,47.96,520.35,2388.21,8131.22,8.4563,394,38.65,23.1193,142
5772,29,143,-0.0002,-0.0004,643.12,1595.92,1425.19,21.61,552.37,2388.16,9052.15,47.88,520.03,2388.14,8135.91,8.4938,395,38.62,23.1293,143
5773,29,144,0.0031,0.0002,643.21,1597.41,1423.05,21.61,552.02,2388.26,9049.1,48.09,520.42,2388.21,8126.78,8.4722,396,38.69,23.1591,144
5774,29,145,0.0019,-0.0003,643.06,1595.74,1428.24,21.61,551.44,2388.23,9059.63,48.02,520.26,2388.24,8136.02,8.523,395,38.67,23.1281,145
5775,29,146,0.0002,0.0003,643.02,1596.75,1423.05,21.61,552.76,2388.25,9054.13,47.91,520.75,2388.2,8134.49,8.4835,396,38.66,23.1447,146
5776,29,147,-0.0028,0.0004,643.19,1603.73,1425.52,21.61,551.28,2388.24,9049.25,48.0,520.54,2388.2,8128.73,8.4898,395,38.68,23.1474,147
5777,29,148,0.0033,0.0001,643.39,1602.68,1415.21,21.61,552.25,2388.24,9051.27,47.99,520.34,2388.22,8128.43,8.4991,394,38.58,23.1623,148
5778,29,149,-0.0016,0.0001,643.24,1592.79,1412.74,21.61,552.15,2388.22,9052.96,48.08,520.3,2388.23,8127.87,8.5332,397,38.59,23.0521,149
5779,29,150,0.0004,0.0001,643.04,1603.57,1427.73,21.61,550.51,2388.31,9056.7,48.09,519.88,2388.18,8127.17,8.4913,396,38.44,22.9954,150
5780,29,151,-0.0009,0.0002,643.53,1596.63,1422.78,21.61,551.38,2388.24,9067.12,48.05,520.21,2388.26,8126.18,8.4931,395,38.72,23.0602,151
5781,29,152,0.0031,-0.0003,643.44,1594.06,1426.79,21.61,551.54,2388.26,9055.19,47.87,519.71,2388.25,8131.2,8.5332,395,38.66,23.122,152
5782,29,153,0.0025,0.0003,643.39,1601.06,1427.74,21.61,552.33,2388.29,9048.5,48.12,520.14,2388.25,8123.36,8.5429,394,38.71,23.2336,153
5783,29,154,-0.0009,0.0004,643.41,1606.05,1426.81,21.61,551.46,2388.25,9057.64,48.14,519.62,2388.25,8129.96,8.5158,397,38.59,23.2242,154
5784,29,155,-0.0007,-0.0004,643.86,1599.92,1422.72,21.61,551.64,2388.22,9055.4,48.12,519.35,2388.27,8127.57,8.4702,396,38.54,23.228,155
5785,29,156,0.0022,0.0002,643.58,1595.46,1423.41,21.61,552.1,2388.29,9043.78,48.06,520.19,2388.3,8131.85,8.5203,397,38.4,23.1415,156
5786,29,157,0.0026,-0.0003,643.02,1594.91,1430.84,21.61,551.65,2388.22,9058.03,48.19,519.91,2388.27,8122.86,8.5097,396,38.59,23.127,157
5787,29,158,-0.0013,-0.0003,643.36,1595.08,1429.63,21.61,551.3,2388.29,9051.99,48.16,519.54,2388.28,8124.77,8.514,397,38.43,22.9654,158
5788,29,159,-0.0007,-0.0001,643.91,1597.89,1434.55,21.61,551.36,2388.27,9050.75,48.23,520.07,2388.25,8126.74,8.5532,397,38.48,23.0397,159
5789,29,160,-0.0004,0.0001,643.89,1593.49,1432.16,21.61,551.64,2388.28,9049.57,48.22,518.95,2388.26,8127.64,8.5163,395,38.59,23.0645,160
5790,29,161,0.0041,-0.0001,643.29,1601.97,1431.39,21.61,551.44,2388.28,9049.43,48.12,519.89,2388.39,8128.02,8.5148,397,38.55,22.9987,161
5791,29,162,-0.0008,0.0003,644.1,1606.95,1430.41,21.61,551.57,2388.26,9051.52,48.23,519.97,2388.27,8122.3,8.4963,396,38.65,23.0762,162
5792,29,163,-0.0018,-0.0003,643.98,1598.93,1436.41,21.61,551.64,2388.23,9042.66,48.17,519.75,2388.26,8121.38,8.5641,396,38.29,23.0583,163
5793,30,1,-0.0003,-0.0003,642.18,1587.39,1392.46,21.61,554.09,2387.99,9065.62,47.07,522.61,2387.95,8148.76,8.4058,392,39.17,23.3801,1
5794,30,2,-0.004,0.0001,641.81,1588.45,1406.94,21.61,554.98,2388.03,9062.08,47.2,522.17,2387.98,8143.72,8.3837,392,39.34,23.5081,2
5795,30,3,0.0017,0.0001,641.73,1584.32,1396.01,21.61,553.94,2388.03,9063.92,47.24,522.61,2388.02,8145.33,8.4137,393,39.08,23.4344,3
5796,30,4,0.0006,-0.0003,641.45,1580.54,1402.14,21.61,554.1,2388.01,9064.27,47.14,522.51,2387.95,8144.16,8.3953,391,39.0,23.4524,4
5797,30,5,-0.0035,-0.0001,642.15,1578.08,1398.18,21.61,554.18,2388.0,9060.01,47.05,522.2,2387.98,8143.76,8.4112,393,39.13,23.3571,5
5798,30,6,-0.0009,-0.0002,642.23,1582.68,1392.93,21.61,554.61,2387.91,9064.73,47.01,522.58,2387.97,8145.31,8.3795,391,39.04,23.564,6
5799,30,7,-0.0016,-0.0003,642.11,1581.87,1399.8,21.61,554.62,2388.05,9070.6,47.1,522.79,2388.03,8143.34,8.4,392,39.1,23.4382,7
5800,30,8,-0.0026,-0.0001,641.83,1579.69,1396.91,21.61,553.96,2387.98,9054.49,47.16,522.44,2387.98,8144.86,8.4198,392,39.07,23.4006,8
5801,30,9,0.0009,0.0002,642.04,1590.93,1388.7,21.61,554.71,2388.03,9062.01,47.21,522.63,2387.97,8142.89,8.3638,391,38.96,23.5313,9
5802,30,10,0.0045,0.0002,641.92,1583.96,1401.38,21.6,553.94,2387.97,9059.24,47.36,522.7,2387.96,8138.19,8.3983,391,38.98,23.4457,10
5803,30,11,-0.004,0.0001,642.64,1578.62,1392.01,21.61,554.73,2387.98,9058.75,47.19,522.81,2387.97,8139.61,8.3876,392,39.17,23.5464,11
5804,30,12,-0.0034,-0.0003,642.29,1593.34,1396.9,21.6,555.49,2387.99,9060.37,47.16,522.02,2387.97,8144.26,8.4074,391,39.06,23.3477,12
5805,30,13,-0.0027,0.0,641.46,1584.87,1402.07,21.61,554.73,2387.99,9054.42,47.15,522.12,2388.0,8144.55,8.406,393,39.02,23.5109,13
5806,30,14,0.0023,-0.0002,641.72,1583.39,1401.14,21.6,554.51,2387.98,9058.62,47.18,522.71,2387.94,8144.46,8.3855,392,39.22,23.3945,14
5807,30,15,-0.0019,-0.0002,642.49,1579.51,1400.21,21.61,554.84,2387.99,9061.45,47.17,522.48,2387.99,8142.69,8.3746,392,39.16,23.4308,15
5808,30,16,-0.0004,0.0002,642.28,1590.12,1394.29,21.61,554.55,2388.0,9059.2,47.2,522.52,2388.0,8144.23,8.3488,391,39.04,23.3701,16
5809,30,17,0.0022,-0.0,642.26,1586.5,1401.91,21.61,554.89,2388.0,9068.84,46.86,522.49,2387.98,8150.22,8.405,392,39.08,23.3792,17
5810,30,18,-0.0017,0.0003,642.09,1576.63,1398.25,21.61,554.86,2388.01,9064.79,47.04,522.52,2387.99,8141.48,8.4257,392,39.04,23.4545,18
5811,30,19,-0.0006,-0.0004,641.6,1588.2,1393.93,21.6,554.5,2387.94,9058.17,47.05,522.73,2387.99,8146.27,8.4192,392,39.07,23.4319,19
5812,30,20,0.0012,-0.0004,641.87,1585.62,1395.66,21.61,554.89,2387.99,9069.05,47.08,522.08,2388.0,8140.29,8.4227,392,39.11,23.4404,20
5813,30,21,-0.0002,0.0005,641.86,1577.56,1393.02,21.61,555.39,2388.0,9070.45,47.28,522.62,2388.01,8144.71,8.3859,391,39.06,23.3625,21
5814,30,22,-0.0018,-0.0003,641.63,1579.66,1391.13,21.61,554.39,2388.01,9060.76,47.26,521.99,2388.01,8144.62,8.3485,391,39.09,23.3191,22
5815,30,23,0.0028,0.0001,641.56,1583.55,1399.5,21.61,555.67,2388.03,9058.66,47.23,522.57,2387.94,8144.27,8.4295,391,38.96,23.4042,23
5816,30,24,-0.0034,-0.0003,641.84,1583.23,1389.91,21.61,554.46,2387.95,9065.74,47.18,522.7,2387.99,8146.5,8.4082,390,39.06,23.4602,24
5817,30,25,0.0005,0.0003,641.97,1590.33,1399.6,21.6,554.4,2388.03,9064.1,47.14,522.55,2388.0,8142.84,8.3728,391,38.97,23.4629,25
5818,30,26,-0.0005,-0.0,642.51,1580.48,1394.28,21.61,554.97,2388.0,9064.17,47.2,522.55,2388.02,8143.47,8.4109,391,38.89,23.4197,26
5819,30,27,0.0007,-0.0003,641.54,1583.17,1398.41,21.61,554.95,2387.97,9059.15,47.12,522.61,2388.0,8141.52,8.3828,390,39.02,23.5524,27
5820,30,28,-0.0039,-0.0003,641.92,1580.23,1394.82,21.61,554.38,2388.05,9062.43,47.06,522.5,2387.97,8142.67,8.4101,392,38.99,23.4704,28
5821,30,29,-0.0025,0.0,642.57,1579.13,1397.24,21.61,555.33,2388.04,9068.52,47.26,522.7,2388.03,8140.88,8.4018,391,38.99,23.432,29
5822,30,30,-0.0019,-0.0,641.85,1581.0,1396.49,21.61,554.64,2387.97,9062.26,47.22,522.06,2387.98,8141.24,8.3842,392,39.22,23.3783,30
5823,30,31,0.0014,0.0005,641.93,1579.16,1402.5,21.61,554.76,2387.98,9061.26,47.28,522.53,2387.98,8144.07,8.3806,392,39.0,23.3137,31
5824,30,32,-0.0012,-0.0004,642.16,1579.16,1401.48,21.61,554.96,2388.01,9061.24,47.25,522.25,2387.97,8144.18,8.3841,390,39.14,23.4645,32
5825,30,33,0.0025,0.0001,642.33,1581.25,1401.28,21.61,555.33,2388.03,9054.02,47.18,522.55,2388.0,8140.28,8.3958,392,38.94,23.4554,33
5826,30,34,-0.0,-0.0002,642.06,1583.92,1402.45,21.61,554.57,2387.98,9062.56,47.52,522.71,2388.03,8144.14,8.4162,390,39.04,23.3417,34
5827,30,35,0.0002,-0.0,642.34,1585.19,1399.12,21.61,554.28,2387.93,9065.3,47.16,522.3,2387.99,8141.14,8.4114,391,39.14,23.4793,35
5828,30,36,-0.0,-0.0004,642.18,1588.19,1406.83,21.61,555.12,2387.96,9060.92,47.19,522.32,2388.03,8145.87,8.4161,390,39.09,23.4132,36
5829,30,37,0.0021,-0.0002,642.22,1583.19,1392.92,21.61,555.34,2387.99,9055.9,47.31,522.26,2387.99,8143.49,8.4177,392,39.11,23.4552,37
5830,30,38,-0.0023,0.0004,642.08,1592.07,1397.03,21.61,554.62,2387.99,9065.48,47.38,522.79,2388.06,8144.71,8.3914,392,39.15,23.372,38
5831,30,39,0.001,-0.0001,641.79,1573.85,1400.68,21.6,554.62,2387.99,9064.49,47.29,522.44,2388.01,8146.06,8.3869,391,39.07,23.3204,39
5832,30,40,0.0007,0.0001,642.49,1576.62,1396.56,21.61,554.83,2387.98,9062.74,47.24,521.93,2387.98,8142.04,8.4149,393,38.83,23.3954,40
5833,30,41,-0.0008,0.0,642.33,1582.23,1397.44,21.61,554.65,2388.0,9067.51,47.19,523.02,2387.96,8143.8,8.3951,391,39.2,23.4505,41
5834,30,42,-0.0014,-0.0003,642.01,1584.09,1395.07,21.61,552.93,2388.01,9055.15,47.17,521.51,2388.03,8146.57,8.3938,391,39.09,23.5771,42
5835,30,43,-0.0013,-0.0002,642.54,1585.86,1389.53,21.61,554.59,2388.02,9065.92,47.15,522.57,2387.98,8148.75,8.3938,391,39.01,23.417,43
5836,30,44,-0.0011,0.0003,642.25,1582.48,1392.7,21.61,554.48,2388.01,9059.63,47.27,522.86,2387.96,8146.26,8.4046,392,38.97,23.4317,44
5837,30,45,-0.0009,0.0004,642.63,1582.57,1395.17,21.61,554.48,2388.01,9059.29,47.11,522.36,2388.05,8142.53,8.4136,392,39.01,23.4841,45
5838,30,46,-0.0013,-0.0005,641.6,1579.91,1398.65,21.61,554.46,2387.99,9059.22,47.06,522.47,2388.01,8142.81,8.3736,392,39.0,23.4249,46
5839,30,47,-0.0008,-0.0002,641.65,1584.22,1394.82,21.61,555.19,2387.96,9056.07,47.14,521.8,2387.99,8141.65,8.3717,391,39.07,23.3628,47
5840,30,48,-0.0013,-0.0,642.12,1584.85,1394.7,21.61,554.65,2388.03,9062.44,47.27,522.34,2387.99,8147.04,8.3805,391,38.98,23.3428,48
5841,30,49,-0.0009,0.0,641.77,1583.5,1403.79,21.61,554.56,2387.98,9058.74,47.34,522.25,2387.91,8142.87,8.3856,392,39.27,23.3326,49
5842,30,50,-0.0003,-0.0001,642.69,1591.98,1386.69,21.61,554.96,2388.04,9057.53,47.31,522.38,2388.02,8148.25,8.3958,392,39.09,23.3434,50
5843,30,51,-0.003,-0.0003,641.66,1581.86,1395.76,21.61,554.16,2387.98,9066.93,47.2,522.55,2387.97,8147.16,8.3966,391,39.05,23.4946,51
5844,30,52,-0.0004,0.0005,642.1,1582.77,1395.75,21.61,554.66,2388.01,9063.48,47.12,522.32,2388.0,8142.47,8.4098,392,39.15,23.485,52
5845,30,53,-0.0006,0.0005,642.66,1586.75,1397.13,21.61,555.45,2387.93,9058.41,47.24,522.54,2387.98,8142.22,8.3718,391,39.04,23.556,53
5846,30,54,-0.0005,0.0,642.14,1585.66,1407.99,21.61,554.75,2388.0,9064.1,47.36,522.55,2388.02,8149.15,8.3862,391,39.07,23.4289,54
5847,30,55,0.0016,-0.0004,642.42,1577.95,1392.36,21.6,554.45,2387.98,9067.7,47.21,523.08,2387.97,8144.22,8.3837,390,39.05,23.4493,55
5848,30,56,-0.0006,-0.0002,642.07,1590.96,1400.13,21.61,554.68,2388.0,9060.06,47.23,522.16,2387.99,8146.48,8.365,391,38.98,23.3885,56
5849,30,57,-0.0016,0.0003,642.17,1585.65,1393.73,21.61,554.23,2388.02,9062.9,47.17,522.35,2387.99,8146.17,8.4254,392,39.12,23.5117,57
5850,30,58,0.0011,-0.0003,642.12,1585.61,1397.02,21.61,554.24,2388.0,9060.13,46.86,522.59,2388.0,8148.83,8.4077,392,39.01,23.2698,58
5851,30,59,-0.0023,0.0003,642.3,1585.01,1400.35,21.6,554.54,2388.02,9062.67,47.24,522.13,2388.0,8141.56,8.4204,394,39.08,23.4127,59
5852,30,60,-0.0005,-0.0003,642.0,1588.2,1390.33,21.61,554.58,2388.0,9064.68,47.08,522.62,2388.04,8142.48,8.3959,391,38.9,23.4121,60
5853,30,61,-0.0003,-0.0005,642.27,1586.78,1392.98,21.61,554.49,2388.01,9062.23,47.22,522.1,2387.98,8142.44,8.3791,392,39.14,23.4028,61
5854,30,62,-0.0001,-0.0003,642.22,1587.12,1400.98,21.6,554.32,2388.01,9064.36,47.14,522.6,2388.02,8148.18,8.3555,393,39.15,23.4328,62
5855,30,63,-0.0036,-0.0003,642.47,1580.44,1395.34,21.61,554.11,2388.01,9066.83,47.14,522.0,2388.03,8145.54,8.4064,390,38.81,23.4557,63
5856,30,64,0.0022,0.0003,641.94,1581.31,1393.91,21.61,554.58,2388.0,9057.31,47.27,522.5,2387.99,8150.32,8.39,391,39.1,23.4577,64
5857,30,65,0.0021,-0.0004,642.39,1584.99,1395.51,21.61,554.14,2388.02,9065.93,47.27,522.47,2388.04,8147.89,8.412,392,38.9,23.4004,65
5858,30,66,0.0018,-0.0001,642.01,1593.44,1399.14,21.61,555.04,2388.05,9065.03,47.19,522.8,2388.02,8145.23,8.393,393,38.75,23.3491,66
5859,30,67,0.0026,-0.0003,641.82,1585.83,1395.31,21.61,555.07,2388.11,9059.19,47.38,522.87,2387.97,8145.66,8.3813,393,38.98,23.409,67
5860,30,68,-0.0004,0.0,642.37,1583.89,1394.37,21.61,554.52,2387.97,9068.05,47.35,522.0,2388.02,8148.91,8.3729,391,39.2,23.5163,68
5861,30,69,-0.0023,0.0001,642.62,1580.37,1404.47,21.61,554.44,2388.0,9067.91,47.07,522.73,2388.04,8142.44,8.4075,390,39.05,23.3784,69
5862,30,70,-0.0008,0.0002,642.15,1584.58,1397.05,21.61,554.68,2387.97,9068.03,47.39,522.85,2388.04,8144.84,8.4073,392,38.8,23.3425,70
5863,30,71,-0.0005,-0.0005,641.58,1580.78,1398.2,21.61,554.18,2388.07,9054.7,47.28,522.08,2388.02,8144.12,8.3464,391,38.93,23.4917,71
5864,30,72,0.0005,0.0001,642.41,1583.87,1401.78,21.61,554.41,2388.01,9072.22,47.29,522.64,2388.0,8142.83,8.415,392,39.13,23.3726,72
5865,30,73,0.0021,-0.0002,642.17,1584.59,1401.3,21.61,554.4,2387.99,9052.57,47.32,522.85,2387.97,8142.62,8.3778,393,39.01,23.4059,73
5866,30,74,-0.0004,-0.0001,642.31,1581.72,1408.31,21.61,554.44,2388.03,9059.39,46.95,522.83,2388.0,8146.71,8.4066,392,39.0,23.3415,74
5867,30,75,0.0031,0.0003,642.61,1580.23,1398.62,21.61,554.34,2388.02,9059.31,47.14,521.55,2387.98,8147.49,8.3975,392,39.04,23.4104,75
5868,30,76,-0.0002,-0.0001,642.22,1584.14,1404.48,21.61,554.37,2388.0,9056.64,47.25,521.93,2388.04,8141.81,8.3485,390,39.08,23.4195,76
5869,30,77,0.0009,0.0001,642.45,1585.72,1398.18,21.61,554.52,2388.01,9062.14,47.11,522.45,2388.0,8143.92,8.4275,392,38.87,23.4208,77
5870,30,78,0.0018,-0.0005,641.71,1582.59,1398.05,21.6,554.3,2388.04,9069.2,47.17,521.9,2388.0,8144.82,8.4039,391,39.02,23.2979,78
5871,30,79,-0.0011,-0.0001,641.99,1590.07,1402.3,21.61,554.37,2387.98,9064.1,47.27,521.86,2388.01,8143.56,8.3936,392,38.91,23.3932,79
5872,30,80,-0.0006,0.0001,641.95,1579.25,1397.53,21.61,554.49,2388.0,9062.21,47.29,522.24,2387.99,8143.12,8.4198,393,39.16,23.3492,80
5873,30,81,-0.0003,0.0005,642.18,1587.63,1397.48,21.61,554.67,2388.11,9058.6,47.15,521.84,2388.0,8143.04,8.4238,393,38.91,23.3211,81
5874,30,82,-0.0019,0.0,642.2,1584.63,1395.38,21.6,553.88,2387.99,9064.81,47.13,522.11,2388.03,8141.2,8.4148,391,38.88,23.3756,82
5875,30,83,0.0012,0.0004,642.11,1582.55,1394.98,21.61,554.14,2388.01,9058.02,47.36,522.38,2387.98,8147.29,8.4185,391,39.04,23.2968,83
5876,30,84,0.0004,0.0003,641.79,1584.57,1401.34,21.61,554.59,2387.99,9061.88,47.17,521.81,2388.02,8144.97,8.4112,392,39.08,23.3616,84
